id,DeathdateTime,endTime,killedBy,level,positionX,positionY
-Nua_NdrifjY21bjmmFm,2024-04-03 17:50:01,13.362198829650879,Ghost,Level2,2.275916576385498,-3.1059908866882324
-Nua_OiJXcBfS8qFXO_0,2024-04-03 17:49:03,6.804198265075684,Ghost,Level3,-2.7190232276916504,2.3915963172912598
-Nua_Q0Q_j1bKClIq8Zb,2024-04-03 17:50:11,8.982797622680664,Ghost,Level2,-3.243544101715088,-3.1549932956695557
-Nua_SbgRkdrCSTypbuU,2024-04-03 17:49:19,13.847097396850586,Nail,Level3,5.289400100708008,2.203395128250122
-Nua_SbheiOEmsrA-DiZ,2024-04-03 17:49:19,13.847097396850586,Nail,Level3,5.289400100708008,2.203395128250122
-NuaayjjUSsVihCXu639,2024-04-03 17:56:58,8.055697441101074,Ghost,Level2,0.4924236536026001,-2.61686635017395
-Nuab-btsydO4cl_w8eY,2024-04-03 17:57:06,6.787197589874268,Ghost,Level2,0.10465988516807556,0.5353577136993408
-Nuab1zAlJyIw1TRjNz9,2024-04-03 17:57:16,8.984097480773926,Ghost,Level2,-1.0137090682983398,0.384427934885025
-Nuad3JSQq9b66pjdQS_,2024-04-03 18:06:07,3.5763986110687256,Ghost,Level1,-1.8589805364608765,0.0905546098947525
-Nuae9GEG0kpn_hnbkgZ,2024-04-03 18:10:53,42.21509552001953,Ghost,Level1,-2.2799999713897705,-3.609999895095825
-Nuag-99MhRx6QQvLHHL,2024-04-03 18:18:56,5.550063610076904,Ghost,Level3,-3.3190646171569824,1.746290922164917
-Nuag4d-a1Vxwjga9xNd,2024-04-03 18:19:18,19.287363052368164,Ghost,Level2,3.025080680847168,-3.991617441177368
-Nuag7d2LI79j-6KuFLi,2024-04-03 18:19:31,7.156032085418701,Ghost,Level2,-1.2149574756622314,2.0017642974853516
-NuagEwzW4-9tgIm_dAC,2024-04-03 18:20:01,17.863161087036133,Ghost,Level3,5.840333938598633,1.7928082942962646
-NuagGpSn9DjBPzAJU8H,2024-04-03 18:20:08,3.922731399536133,Ghost,Level3,-2.5256664752960205,-2.6907308101654053
-NuahtHlgjQc5ff5Gu-D,2024-04-03 18:27:12,3.2537999153137207,Nail,Level1,1.4967771768569946,-1.4369761943817139
-NuahuMyKeao2JgUXRVV,2024-04-03 18:27:17,3.411561965942383,Ghost,Level1,1.732284426689148,0.09993406385183334
-Nub2sjMbmx_xpJXT3KK,2024-04-03 20:03:17,24.380998611450195,Ghost,Level1,2.5956244468688965,2.641522169113159
-Nub2y_GWQk2_YEfWlRm,2024-04-03 20:03:41,11.457999229431152,Ghost,Level2,1.5592544078826904,0.27559810876846313
-Nub353hnwwcIVzejIR9,2024-04-03 20:04:12,4.606998443603516,Nail,Level3,-3.3393938541412354,-2.445761203765869
-Nub3Vq4rE3AiN4kYPea,2024-04-03 20:06:01,26.755329132080078,Ghost,Tutorial,-2.1908066272735596,0.6750364303588867
-Nub479kISxUPwx4D2fJ,2024-04-03 20:08:42,4.388999938964844,Ghost,Level1,-2.2799999713897705,-3.609999895095825
-Nub4lvhchu-QhQg6FHr,2024-04-03 20:11:33,9.719200134277344,Nail,Level1,5.087427616119385,3.27624249458313
-Nub4t1Q1wBvpWtfLPus,2024-04-03 20:12:03,17.830398559570312,Ghost,Level2,2.713555097579956,2.4809730052948
-Nub55S25kzRHkBW3EET,2024-04-03 20:12:58,26.011030197143555,Ghost,Level2,-3.1928083896636963,-3.7200000286102295
-Nub5K_T6zLlaOlaJQuD,2024-04-03 20:14:00,32.280696868896484,Ghost,Level2,-4.131051540374756,2.1558616161346436
-NubHClZ3LApD7HAvrGr,2024-04-03 21:05:53,6.17419958114624,Ghost,Level1,0.3475193977355957,-4.175889492034912
-NubHKGFyI9EgDfUY1Pa,2024-04-03 21:06:24,11.326099395751953,Ghost,Level2,1.8855698108673096,-0.03547181934118271
-NubHMOkunVJOAIkxG2_,2024-04-03 21:06:32,4.205499172210693,Ghost,Level2,-1.8388988971710205,-2.84256911277771
-NubHRwNfJZFukxFp-xE,2024-04-03 21:06:55,19.255098342895508,Ghost,Level2,-1.7953417301177979,3.0201575756073
-NucfZS6Luvo1z0uwNB7,2024-04-04 03:36:17,6.904964923858643,Ghost,Level1,-1.8478423357009888,0.8699491024017334
-NucfehPesonHHdsIYmy,2024-04-04 03:36:43,11.541797637939453,Ghost,Level2,0.8349511027336121,-3.2340164184570312
-NucfmIG-Eqoz4rsJqkL,2024-04-04 03:37:14,3.2992637157440186,Ghost,Level2,-1.8391473293304443,-2.089780569076538
-NueP2uCx2Au7IszcVES,2024-04-04 11:39:00,70.39409637451172,Nail,Tutorial,4.988831996917725,2.2396700382232666
-NuePKLueou8J1rMRBOW,2024-04-04 11:40:11,9.16589641571045,Ghost,Level2,-1.9788230657577515,-1.3531253337860107
-NuePN4pHJ5q2Eg4JJ6R,2024-04-04 11:40:23,8.440696716308594,Ghost,Level2,-1.8391473293304443,-2.8452980518341064
-NueQIUOpj24blkbTqHw,2024-04-04 11:44:26,16.1117000579834,Ghost,Level2,-0.2810763418674469,-0.1653389185667038
-NueQKSsKUHWroFvm9Wo,2024-04-04 11:44:34,5.367799282073975,Ghost,Level2,-4.148279666900635,-0.8980312347412109
-NueQOsVh-HH5WF0sof1,2024-04-04 11:44:52,15.310998916625977,Ghost,Level2,0.6354478597640991,-1.915035367012024
-NuhAohG0QnxwBYd3oBb,2024-04-05 00:35:41,17.53809928894043,Nail,Level2,0.24290995299816132,-4.228194236755371
-NuhAxgCdrYpYg2c-6ur,2024-04-05 00:36:18,12.874530792236328,Ghost,Level3,1.774496078491211,-0.7738292217254639
-NuobZHD_CfP3rQKAs2W,2024-04-06 11:14:14,6.031099796295166,Ghost,Level1,-1.5279717445373535,-1.4311683177947998
-NuobaQ-2gNyVkTekOOQ,2024-04-06 11:14:23,7.324399471282959,Ghost,Level1,-1.963743805885315,-2.4961507320404053
-NuqDfHuun_1oBcC0s7n,2024-04-06 18:44:45,6.636699676513672,Ghost,Level1,-1.2580687999725342,-3.278280019760132
-NuqDmbAFjXmIc3AdBII,2024-04-06 18:45:15,9.687199592590332,Ghost,Level2,1.9961148500442505,-0.2244952768087387
-NuqDpVK58_fATY2fubE,2024-04-06 18:45:27,10.266798973083496,Ghost,Level2,-0.27009883522987366,-0.16562624275684357
-NuqDsFbDLCKeLezC9wc,2024-04-06 18:45:38,9.334598541259766,Ghost,Level2,0.40111568570137024,-2.8136277198791504
-NuqDv5_FgNLuizHhBFA,2024-04-06 18:45:50,9.90149974822998,Nail,Level2,0.23975233733654022,-2.438833713531494
-NuqDyYCpnog4yJ9lpnY,2024-04-06 18:46:04,10.747398376464844,Ghost,Level2,0.1357453316450119,-1.7637791633605957
-NuqE0BwUxWBxlG5pFKX,2024-04-06 18:46:15,9.516900062561035,Nail,Level2,0.2536126375198364,-1.8039977550506592
-NuqE3Uyg01qDbPWR5ly,2024-04-06 18:46:29,11.97979736328125,Nail,Level2,3.4270730018615723,-3.263103485107422
-NuqE5IwF1sVvcFKvWFp,2024-04-06 18:46:36,5.276397228240967,Ghost,Level2,-3.6991288661956787,2.48190975189209
-NuqE8aMzha6SZCJK0I3,2024-04-06 18:46:49,11.911600112915039,Nail,Level2,0.2541654407978058,-2.678107261657715
-NuqEDRIkcWh_a_cKNly,2024-04-06 18:47:09,18.28119659423828,Ghost,Level2,3.1991469860076904,-0.25258469581604004
-NuqEFIituc_zQpRk6wE,2024-04-06 18:47:17,6.35149621963501,Ghost,Level2,-2.677314281463623,-3.1549994945526123
-NuqEGVfBdYeiqF5DuaV,2024-04-06 18:47:22,3.9394962787628174,Ghost,Level2,-2.5568506717681885,2.837855100631714
-NuqErh2_V213NcEVyXA,2024-04-06 18:49:58,21.8927001953125,Ghost,Level2,2.161663293838501,-4.175006866455078
-Nur9t29dwyTHuywCVDR,2024-04-06 21:50:48,45.01390075683594,Nail,Tutorial,-1.0810136795043945,-3.2524425983428955
-NurAHpDQm9_VhbRmUAa,2024-04-06 21:52:33,26.03166389465332,Ghost,Level1,-0.5936869978904724,-2.4417812824249268
-NurAOA3RYgCuMPIlluy,2024-04-06 21:52:59,11.950729370117188,Ghost,Level1,2.7450597286224365,0.44885823130607605
-NurAf9_21SNyQQRBPmN,2024-04-06 21:54:13,14.525994300842285,Ghost,Tutorial,0.3546622693538666,-0.7308844923973083
-NurAjTtAMK2J-NnFyf-,2024-04-06 21:54:30,15.138693809509277,Ghost,Tutorial,-1.824777603149414,-2.3543500900268555
-NurB8pglufHeT-aySto,2024-04-06 21:56:18,11.283159255981445,Ghost,Tutorial,0.333802193403244,-1.8748472929000854
-NurBDOoctYNximCsJmj,2024-04-06 21:56:37,15.168800354003906,Nail,Level2,3.4485161304473877,-3.5106780529022217
-Nuup_A3lyGfZ5SQAfcC,2024-04-07 16:13:11,28.161998748779297,Ghost,Level1,-2.4964163303375244,-3.2142724990844727
-NuuphEJTiXuqXBpt6yv,2024-04-07 16:13:44,4.059998512268066,Ghost,Level2,-4.145049571990967,-1.3335154056549072
-Nuupl-6R-GRfVI_wGMD,2024-04-07 16:14:00,12.956997871398926,Ghost,Level2,-1.2940672636032104,3.467954158782959
-NuusiMMXTYDb5GMzc-O,2024-04-07 16:26:55,15.497997283935547,Ghost,Level1,0.8946484923362732,0.8613170385360718
-NuusnNKun7HO1IE0zPe,2024-04-07 16:27:16,6.940997123718262,Ghost,Level2,0.23032929003238678,0.4577766954898834
-NuusrUvVSAeirtZzC8b,2024-04-07 16:27:33,15.281996726989746,Ghost,Level2,2.2861998081207275,2.053645372390747
-Nuutqlgc-QROTUMgIfi,2024-04-07 16:31:52,4.122662544250488,Ghost,Level2,-3.6741671562194824,-3.7200000286102295
-NuutubKUfAHlA9Kf0cb,2024-04-07 16:32:08,13.975662231445312,Ghost,Level2,-1.2149999141693115,1.3508018255233765
-Nuuu4JiqrBZJJZjVYQ6,2024-04-07 16:32:52,9.82800006866455,Nail,Level2,-1.7754831314086914,0.21468406915664673
-Nuuu6uf1xFXpscRhw5y,2024-04-07 16:33:02,5.223661422729492,Ghost,Level2,-4.14500093460083,0.8309493064880371
-Nuuu9mLdASTNFnI5jol,2024-04-07 16:33:14,9.701000213623047,Nail,Level2,-1.533442497253418,1.0985695123672485
-NuuuRmMBcie6xALgjya,2024-04-07 16:34:28,13.369999885559082,Nail,Tutorial,-0.06413659453392029,-3.243178129196167
-NuvLkl57Pi6XmMMe0XE,2024-04-07 18:38:09,34.82419967651367,Ghost,Level1,6.126053810119629,-1.1284778118133545
-NuvLm3qqqAoEIi1QNnk,2024-04-07 18:38:15,3.4548988342285156,Ghost,Level1,-1.575073003768921,-2.543497085571289
-NuvLnJdIPvd1kV1UjEu,2024-04-07 18:38:20,3.9534988403320312,Ghost,Level1,0.1844913810491562,-3.032640218734741
-NuvLu_4Q5R82lWgb-tZ,2024-04-07 18:38:50,17.949499130249023,Nail,Level2,3.4626121520996094,-2.193554162979126
-NuvLwsBDebTEogQSV6x,2024-04-07 18:38:59,8.17969799041748,Ghost,Level2,-1.2149763107299805,0.783069372177124
-NuvRYsHgGeyujnw7FLy,2024-04-07 19:03:29,8.285693168640137,Ghost,Level1,-2.710498571395874,-3.529547929763794
-NuvR_LDl-FbNKN2sKDb,2024-04-07 19:03:35,4.613393306732178,Ghost,Level1,-1.0431498289108276,-2.6041698455810547
-NuvRaJYfrpxA3pCko8P,2024-04-07 19:03:39,2.716393232345581,Nail,Level1,1.4827308654785156,-2.0123353004455566
-NuvRdeRN9cCYD9dEdHO,2024-04-07 19:03:53,12.837300300598145,Nail,Level1,5.104067802429199,3.5871658325195312
-NuvRvVYoDFo3oxVXhHk,2024-04-07 19:05:06,46.58919143676758,Ghost,Level1,-2.2799999713897705,-3.609999895095825
-NuvSuOrVGSXyasOLEr2,2024-04-07 19:09:24,99.4271011352539,Ghost,Level3,-3.3597002029418945,3.691800117492676
-NuvSwM4LRVaUyt2g_wt,2024-04-07 19:09:32,3.956430196762085,Ghost,Level1,-2.2799999713897705,-3.609999895095825
-NuvTWLzzqkXW7_4nmHE,2024-04-07 19:12:03,46.979095458984375,Ghost,Level1,-2.2799999713897705,-3.609999895095825
-NuvTmuMnP4EXDjWWyf1,2024-04-07 19:13:15,4.120727062225342,Ghost,Level2,-3.700000047683716,-3.7200000286102295
-NuvtyEH4hXSkLSgFR47,2024-04-07 21:12:00,14.04089641571045,Ghost,Level1,0.6968851089477539,-0.3725345730781555
-Nuvu1uThhblKF6_dI1S,2024-04-07 21:12:19,6.364995956420898,Ghost,Level2,-1.2037317752838135,3.716527223587036
-Nuvu7Kg-UilMnV6BLsM,2024-04-07 21:12:41,20.628799438476562,Nail,Level2,0.8635698556900024,2.4520974159240723
-Nuvu8mUPb4J-y0eE9FW,2024-04-07 21:12:47,3.722595453262329,Ghost,Level2,-3.4418540000915527,-1.3489229679107666
-NuvuAWkv8MxJ0wfw7GH,2024-04-07 21:12:54,5.6206955909729,Ghost,Level2,-1.173953652381897,3.4985134601593018
-NuvuER77P6YAYSZ361h,2024-04-07 21:13:10,13.788695335388184,Ghost,Level2,1.8185685873031616,-0.23201556503772736
-NuvuIo3dyRTgv1cECpR,2024-04-07 21:13:28,16.396493911743164,Nail,Level2,0.25859615206718445,-3.3694968223571777
-NuzIZL4TW4Wl_bVixuo,2024-04-08 13:02:41,5.864999294281006,Ghost,Level3,-2.444014072418213,4.128273963928223
-NuzIaHrIQZ3RK4aLkhh,2024-04-08 13:02:49,6.660999298095703,Ghost,Level3,-0.9105930328369141,-2.3189661502838135
-Nv3ya9Wvw0a6GG14tUe,2024-04-09 15:28:38,10.988839149475098,Ghost,Level1,0.6029136180877686,-2.824458599090576
-Nv3yfNAmEd0OUque5MM,2024-04-09 15:29:00,14.561758041381836,Ghost,Level2,1.9848928451538086,-1.7800116539001465
-Nv3ykRStXpMDi9g03eh,2024-04-09 15:29:20,4.9256978034973145,Ghost,Level3,-2.585480213165283,0.7547382712364197
-Nv9BOEw-sGsAKJ6oaSn,2024-04-10 15:47:10,5.621993541717529,Ghost,Level1,-2.2799999713897705,-3.609999895095825
-Nv9BU1fB2BZsbmzuuiW,2024-04-10 15:47:34,8.485993385314941,Ghost,Level1,2.119746446609497,1.3256216049194336
-Nv9B_QDaRlOOVs4oB0N,2024-04-10 15:48:00,6.1570000648498535,Nail,Tutorial,3.904987335205078,2.065977096557617
-Nv9BdAVAVT2LNv3-5oy,2024-04-10 15:48:15,10.035999298095703,Ghost,Tutorial,-2.5970170497894287,-0.3163510262966156
-Nv9BplQHULGc2bI4iql,2024-04-10 15:49:07,2.523426055908203,Nail,Level1,1.5394989252090454,-2.496506690979004
-Nv9BqmZkD910qRqFK-e,2024-04-10 15:49:11,2.5799875259399414,Ghost,Level1,0.8189690709114075,-1.7592836618423462
-Nv9Cmm5fY8n4L8kwN3f,2024-04-10 15:53:17,3.094996452331543,Ghost,Level2,-2.1874966621398926,-2.2195191383361816
-Nv9Crc0RFaks-Fb9Krt,2024-04-10 15:53:37,3.0469961166381836,Ghost,Level2,-1.8391457796096802,-1.9466447830200195
-Nv9CzKt1fgbV2rOo5Zl,2024-04-10 15:54:08,29.13599967956543,Nail,Level2,-1.5027564764022827,0.19123460352420807
-Nv9D1sI_gheca3ubLFz,2024-04-10 15:54:23,10.635994911193848,Ghost,Level2,0.36369359493255615,0.3221692144870758
-Nv9D618fxwqkJ8GMx_3,2024-04-10 15:54:40,51.97309494018555,Ghost,Tutorial,0.3687897026538849,2.080213785171509
-Nv9D8tFxOiLbc3A9t4b,2024-04-10 15:54:51,16.20299530029297,Ghost,Level2,-1.2118594646453857,1.2811005115509033
-Nv9DA-9AwY9anqwz11i,2024-04-10 15:54:56,13.04299545288086,Ghost,Level1,0.4452753961086273,1.1110079288482666
-Nv9DCYg2XUpj0KnbeD-,2024-04-10 15:55:06,8.732495307922363,Ghost,Level1,0.4952857494354248,2.8058557510375977
-Nv9DDUUCSKyQ66jBjkl,2024-04-10 15:55:10,14.602993965148926,Ghost,Level2,-1.9123326539993286,0.8907162547111511
-Nv9DG9vKF1UqNkvm4fd,2024-04-10 15:55:21,10.690794944763184,Ghost,Level1,0.6259441375732422,2.5426418781280518
-Nv9DHeutUMSiBJaGqSJ,2024-04-10 15:55:27,13.88700008392334,Nail,Level2,0.23848813772201538,-4.123386383056641
-Nv9DJ2po39NOf6E7158,2024-04-10 15:55:33,7.556294918060303,Ghost,Level1,-1.7102102041244507,-2.886462688446045
-Nv9DK_-_DKpQ5n_TjcA,2024-04-10 15:55:39,4.937795162200928,Ghost,Level1,2.809443473815918,2.260795831680298
-Nv9DPTcNnB19iDiJapJ,2024-04-10 15:55:59,16.221593856811523,Ghost,Level1,2.1909384727478027,2.080641746520996
-Nv9DRY5HvEgsJ-XzMyd,2024-04-10 15:56:08,8.855992317199707,Ghost,Level2,-1.6940398216247559,3.2910749912261963
-Nv9DRqrqLK4DfVx7FEn,2024-04-10 15:56:09,8.729494094848633,Ghost,Level1,2.7584950923919678,1.4857069253921509
-Nv9DW8Yuo4xMSZl72kQ,2024-04-10 15:56:27,12.418999671936035,Nail,Level2,0.15832705795764923,-2.038468837738037
-Nv9D_nDZBZmZkqWk1GC,2024-04-10 15:56:46,13.310993194580078,Ghost,Level2,1.770224928855896,0.22847941517829895
-Nv9Deleh6FmknczJWiO,2024-04-10 15:57:06,11.470600128173828,Nail,Level2,-1.6309750080108643,1.6935625076293945
-Nv9Dj4CIblIowH-dBlY,2024-04-10 15:57:24,12.587499618530273,Nail,Level2,3.4577696323394775,-3.4166901111602783
-Nv9DjW4X-JkSaN5cUZV,2024-04-10 15:57:25,7.239990711212158,Ghost,Level3,-3.9508519172668457,2.2309482097625732
-Nv9DmR0RIX1b0FNB-2w,2024-04-10 15:57:37,6.575990676879883,Nail,Level3,-3.300914764404297,-2.459110975265503
-Nv9DmgRdA1pxbVvee6f,2024-04-10 15:57:39,11.188492774963379,Ghost,Level2,-1.2149999141693115,1.4951552152633667
-Nv9DqUXnw2rw220oXKr,2024-04-10 15:57:54,13.410990715026855,Ghost,Level3,-0.922379195690155,0.5970062613487244
-Nv9Dtd9mT_6OmW2BT-1,2024-04-10 15:58:07,8.241990089416504,Ghost,Level3,-3.4688000679016113,-2.6649420261383057
-Nv9E1C7MqWgy8cubUBr,2024-04-10 15:58:42,32.58599090576172,Ghost,Level3,-0.38010281324386597,-1.892898440361023
-Nv9E7uv2easrEYr5XRI,2024-04-10 15:59:09,13.969890594482422,Ghost,Level3,1.9696513414382935,-1.0463385581970215
-Nv9EBrnawM-ObXyOryh,2024-04-10 15:59:26,13.32738971710205,Ghost,Level3,-3.3597002029418945,3.691800117492676
-Nv9EtE1I0fvlTR6djv9,2024-04-10 16:02:27,11.842984199523926,Nail,Level3,-3.802428722381592,-2.2421717643737793
-Nv9FAcXh3osusn012hO,2024-04-10 16:03:43,7.990982532501221,Ghost,Level1,-1.409092664718628,2.65667724609375
-Nv9FJBeOh8n2jTVDGKs,2024-04-10 16:04:18,7.452000141143799,Nail,Level1,5.091862678527832,3.465261459350586
-Nv9FPoAOmjMOGmGhfdF,2024-04-10 16:04:45,16.45098114013672,Ghost,Level2,0.07280256599187851,0.09367159008979797
-Nv9FT8vVwbKW5x9qZPp,2024-04-10 16:04:59,12.090980529785156,Ghost,Level2,0.4880882203578949,-2.5206520557403564
-Nv9FVlnBWJAr_l2at0L,2024-04-10 16:05:09,9.040980339050293,Ghost,Level2,1.2774015665054321,-0.24243783950805664
-Nv9FYoeeDYaOJZM69zJ,2024-04-10 16:05:22,10.543980598449707,Ghost,Level2,-0.9530342221260071,0.2729717493057251
-Nv9F_e79pXOiXT7oKzI,2024-04-10 16:05:29,5.968999862670898,Nail,Level2,-1.8503634929656982,1.75137460231781
-Nv9FcjEcVA6boeQpP5m,2024-04-10 16:05:42,4.268980026245117,Ghost,Level2,-4.0062360763549805,3.2288479804992676
-Nv9Fe5wXD6eV6rt5XhG,2024-04-10 16:05:48,3.9859797954559326,Ghost,Level2,-4.14500093460083,1.1550979614257812
-Nv9FhVjhdiDNVLBmDWP,2024-04-10 16:06:02,12.193979263305664,Ghost,Level2,0.9898946285247803,-0.02880626544356346
-Nv9FksL4TLTNEnEDcaq,2024-04-10 16:06:15,12.320979118347168,Ghost,Level2,-1.314462661743164,2.9299213886260986
-Nv9FqSK5k3fHKsdr_3O,2024-04-10 16:06:38,20.817977905273438,Nail,Level2,3.4285268783569336,-4.036938667297363
-Nv9FuVE36gasd-u-QQP,2024-04-10 16:06:55,15.069999694824219,Nail,Level2,3.4388957023620605,-3.10030460357666
-Nv9FyKPsTt4vBfBKd51,2024-04-10 16:07:10,11.054978370666504,Ghost,Level2,-1.7929505109786987,3.0720372200012207
-Nv9G0zg-qgOOWi2fT7Y,2024-04-10 16:07:25,13.658977508544922,Ghost,Level2,1.1268912553787231,-0.3216733932495117
-Nv9GHaUW9BvdjjyNltN,2024-04-10 16:08:33,3.3509998321533203,Ghost,Level1,0.6680732369422913,1.1701196432113647
-Nv9GgfAnJ32wbkQJtTt,2024-04-10 16:10:20,3.9571995735168457,Ghost,Level1,-2.2799999713897705,-3.609999895095825
-Nv9Glf02VvqDoZaM4F4,2024-04-10 16:10:41,10.792997360229492,Ghost,Level1,2.7612464427948,1.018689513206482
-Nv9Grt4p8LMhJt7Tf7c,2024-04-10 16:11:06,16.53700065612793,Nail,Level2,3.4520180225372314,-2.7655861377716064
-Nv9GxGqwk7yvXGvHo0V,2024-04-10 16:11:28,19.453996658325195,Ghost,Level2,-1.8391444683074951,-3.0831735134124756
-Nv9HHYxe59xWqZClqZW,2024-04-10 16:12:55,22.230993270874023,Ghost,Level3,-2.477459669113159,-3.1202070713043213
-Nv9HJp7hF4dc_pfqfCP,2024-04-10 16:13:05,12.023595809936523,Nail,Level1,5.078715801239014,3.0426344871520996
-Nv9HLafYt2s60Yahrav,2024-04-10 16:13:12,4.870495796203613,Ghost,Level1,1.8020603656768799,-1.081676959991455
-Nv9HhdrcQhmHHhO3lBL,2024-04-10 16:14:46,14.334393501281738,Ghost,Level1,2.6561920642852783,0.6095151305198669
-Nv9HixvX7yr_KHbJQzD,2024-04-10 16:14:52,3.083693504333496,Ghost,Level1,-0.3722416162490845,-2.477496385574341
-Nv9HrNY01q57B0yT_N0,2024-04-10 16:15:26,14.025392532348633,Ghost,Level2,1.364174246788025,-0.6470921039581299
